,urlDrugName,rating,effectiveness,condition,sideEffects
2403,accutane,9,Highly Effective,cystic acne,Mild Side Effects
2404,prozac,9,Considerably Effective,depression,No Side Effects
2405,wellbutrin,10,Highly Effective,depression,No Side Effects
2406,nortriptyline,8,Considerably Effective,back pain; restlessness,Mild Side Effects
2407,nexium,6,Moderately Effective,"gastritis, nausea, fullness",No Side Effects
2408,clonazepam,8,Moderately Effective,insomnia and anxiety,No Side Effects
2409,estrace,10,Highly Effective,vaginal dryness,No Side Effects
2410,metrogel,1,Ineffective,redness from rosacea flushing,Extremely Severe Side Effects
2411,effexor,7,Considerably Effective,menopause symptoms,Mild Side Effects
2412,nystatin,4,Marginally Effective,candida rashes,No Side Effects
2413,lunesta,7,Highly Effective,insomnia,Moderate Side Effects
2414,naproxen,1,Marginally Effective,joint pain,Extremely Severe Side Effects
2415,minocin,8,Highly Effective,cystic acne,Moderate Side Effects
2416,depakote,10,Highly Effective,bi-polar disorder,Mild Side Effects
2417,prozac,10,Highly Effective,anxiety,Mild Side Effects
2418,lexapro,8,Highly Effective,stressfull live change,Moderate Side Effects
2419,enbrel,1,Considerably Effective,ra,Extremely Severe Side Effects
2420,celebrex,1,Marginally Effective,mild bursitis in left hip.,Mild Side Effects
2421,bactroban,6,Marginally Effective,"amputee, constant sores on stump",Extremely Severe Side Effects
2422,catapres,7,Moderately Effective,sleep disruption due to hotflashes at night,No Side Effects
2423,flonase,10,Highly Effective,nasal allergies,No Side Effects
2424,neurontin,10,Highly Effective,difficulty sleeping because of nervous system prob,No Side Effects
2425,tramadol,4,Moderately Effective,rib pain and muscle inflammation,Severe Side Effects
2426,lumigan,10,Highly Effective,glaucoma,No Side Effects
2427,dilaudid,8,Highly Effective,broken ribs,Moderate Side Effects
2428,retin-a-micro,10,Highly Effective,acne,Mild Side Effects
2429,dilaudid,2,Highly Effective,pain after foot surgery,Moderate Side Effects
2430,zoloft,10,Highly Effective,depression,No Side Effects
2431,diazepam,3,Moderately Effective,to relax muscles,Severe Side Effects
2432,detrol,2,Marginally Effective,urgency to urinate,Mild Side Effects
2433,cipro,1,Considerably Effective,uti,Extremely Severe Side Effects
2434,tegretol,1,Ineffective,neuropathic pain,Severe Side Effects
2435,allegra,9,Considerably Effective,seasonal allergies,No Side Effects
2436,mobic,8,Marginally Effective,plantar faciatis,Severe Side Effects
2437,compazine,1,Marginally Effective,headache,Extremely Severe Side Effects
2438,lunesta,5,Moderately Effective,insomnia,Severe Side Effects
2439,tetracycline,10,Highly Effective,acne,No Side Effects
2440,methotrexate,10,Highly Effective,rheumatoid arthritis,No Side Effects
2441,differin,8,Considerably Effective,"mild acne, white heads",No Side Effects
2442,ativan,1,Moderately Effective,anxiety from a reaction,Extremely Severe Side Effects
2443,hyzaar,4,Considerably Effective,high blood pressure,Moderate Side Effects
2444,levoxyl,4,Marginally Effective,hypothyroidism,Severe Side Effects
2445,seasonique,10,Highly Effective,birth control,Mild Side Effects
2446,zyrtec,7,Moderately Effective,chronic rhinitis and allergies,Mild Side Effects
2447,prempro,1,Ineffective,severe hot flashes and night sweats,Extremely Severe Side Effects
2448,avita,8,Considerably Effective,acne,Mild Side Effects
2449,cymbalta,8,Considerably Effective,major depression,Mild Side Effects
2450,augmentin,10,Highly Effective,ear infection,No Side Effects
2451,oxycodone,7,Highly Effective,post-surgical pain,Moderate Side Effects
2452,ortho-novum,7,Highly Effective,birth control,Mild Side Effects
2453,nizoral,8,Considerably Effective,hair loss,No Side Effects
2454,mobic,9,Highly Effective,"cut on knee from fall,waited too long to get stmus",No Side Effects
2455,flagyl,1,Marginally Effective,diareaha,Extremely Severe Side Effects
2456,femring,10,Highly Effective,hrt (hormone replacement therapy),No Side Effects
2457,adipex-p,5,Marginally Effective,weight loss,No Side Effects
2458,xanax,10,Highly Effective,anxiety,No Side Effects
2459,viagra,10,Highly Effective,erectile dysfunction,Moderate Side Effects
2460,zoloft,7,Moderately Effective,anxiety,Mild Side Effects
2461,aldara,7,Highly Effective,superfacial basal cell carcinoma,Moderate Side Effects
2462,imitrex,10,Highly Effective,migraine,No Side Effects
2463,flonase,9,Highly Effective,sinus congestion / allergies,Mild Side Effects
2464,doxycycline,7,Considerably Effective,perioral dermatitis,No Side Effects
2465,nardil,9,Highly Effective,depression (atypical),Moderate Side Effects
2466,cymbalta,8,Considerably Effective,anxiety,No Side Effects
2467,zoloft,7,Considerably Effective,traumatic brain injury,Mild Side Effects
2468,atripla,10,Highly Effective,hiv,Moderate Side Effects
2469,duac,10,Highly Effective,acne,Mild Side Effects
2470,lamotrigine,1,Ineffective,migraines,Severe Side Effects
2471,macrobid,4,Ineffective,uti,No Side Effects
2472,prozac,5,Considerably Effective,mild depression and anxiety,Moderate Side Effects
2473,lamictal,10,Highly Effective,reverse the insomnia medication,No Side Effects
2474,restasis,1,Ineffective,dry eye,Moderate Side Effects
2475,enbrel,9,Highly Effective,rheumatoid arthritis,No Side Effects
2476,tirosint,8,Considerably Effective,hypothyriod,Mild Side Effects
2477,differin,2,Ineffective,acne,Mild Side Effects
2478,pristiq,8,Considerably Effective,depression,Mild Side Effects
2479,lunesta,1,Considerably Effective,trouble sleeping,Severe Side Effects
2480,neoprofen,10,Highly Effective,"headaches, menstrual aches/cramps, fever",No Side Effects
2481,citalopram,1,Ineffective,anxiety/depreesion,Moderate Side Effects
2482,allegra,6,Moderately Effective,sinusitis,Mild Side Effects
2483,xenical,4,Ineffective,obesity,Mild Side Effects
2484,augmentin,4,Marginally Effective,bacterial infection,No Side Effects
2485,zegerid,10,Highly Effective,gastritis,No Side Effects
2486,imitrex,9,Considerably Effective,migraines,Mild Side Effects
2487,doxycycline,9,Highly Effective,acne,Mild Side Effects
2488,keflex,2,Ineffective,,No Side Effects
2489,arava,8,Highly Effective,arthritis,Mild Side Effects
2490,nexium,8,Considerably Effective,heartburn/gerd,No Side Effects
2491,keppra,1,Highly Effective,grand mal seizures,Extremely Severe Side Effects
2492,xyrem,8,Highly Effective,narcolepsy/cataplexy,Moderate Side Effects
2493,tramadol,6,Moderately Effective,acl reconstruction,Moderate Side Effects
2494,desyrel,9,Highly Effective,fibromyalgia,Mild Side Effects
2495,neurontin,1,Considerably Effective,migraines,Severe Side Effects
2496,detrol-la,8,Moderately Effective,bladder pressure,Moderate Side Effects
2497,wellbutrin,10,Highly Effective,smoking cessation,Mild Side Effects
2498,inderal,9,Highly Effective,situational anxiety,No Side Effects
2499,prednisone,10,Highly Effective,inflammation of throat during bacteria bronchitis,No Side Effects
2500,effexor,6,Moderately Effective,depression,Severe Side Effects
2501,xanax,9,Highly Effective,anxiety,Mild Side Effects
2502,accutane,4,Moderately Effective,acne,Moderate Side Effects
2503,provera,8,Highly Effective,"menopause symptoms such as hot flashes,sleeplessne",No Side Effects
2504,azor,8,Considerably Effective,anxiety attacks,Mild Side Effects
2505,xanax,8,Considerably Effective,anxiety/depression,Mild Side Effects
2506,retin-a-micro,7,Considerably Effective,acne cysts,Mild Side Effects
2507,adipex-p,7,Moderately Effective,over weight,Mild Side Effects
2508,protonix,10,Highly Effective,hiatal hernia and ileocecal valve syndrome,No Side Effects
2509,nuvaring,10,Highly Effective,birth control,No Side Effects
2510,triaz,7,Considerably Effective,acne,Moderate Side Effects
2511,vicodin,10,Highly Effective,pain after surgery,No Side Effects
2512,strattera,5,Considerably Effective,adult adhd,Severe Side Effects
2513,methadone,10,Highly Effective,opiate addiction,No Side Effects
2514,voltaren,5,Moderately Effective,eryhema nodosum,No Side Effects
2515,lexapro,1,Ineffective,depression,Severe Side Effects
2516,tapazole,7,Considerably Effective,hyperthyroidism,No Side Effects
2517,solodyn,2,Highly Effective,acne,Extremely Severe Side Effects
2518,synthroid,7,Considerably Effective,weight gain,No Side Effects
2519,zyrtec,9,Considerably Effective,allergies,Mild Side Effects
2520,aricept,1,Ineffective,alzheimer's/dementia,Extremely Severe Side Effects
2521,differin,8,Highly Effective,acne,Moderate Side Effects
2522,lexapro,10,Considerably Effective,depression,No Side Effects
2523,topamax,5,Moderately Effective,sedative/hypnotic - to induce sleep,Moderate Side Effects
2524,zofran,1,Ineffective,cyclic vomiting syndrome,Severe Side Effects
2525,tramadol,3,Moderately Effective,severe pain in right hip from suspected tear in ca,Severe Side Effects
2526,wellbutrin-xl,10,Highly Effective,anxiety/depression,No Side Effects
2527,concerta,6,Highly Effective,adhd,Mild Side Effects
2528,keflex,10,Considerably Effective,post surgery antibiotic,No Side Effects
2529,detrol-la,8,Moderately Effective,overactive bladder,Mild Side Effects
2530,claritin,8,Moderately Effective,allergies,No Side Effects
2531,levaquin,10,Highly Effective,sinus infection,Mild Side Effects
2532,levoxyl,1,Highly Effective,hypothyroid,No Side Effects
2533,cymbalta,5,Marginally Effective,depression anxiety,Moderate Side Effects
2534,zoloft,9,Highly Effective,depression,Mild Side Effects
2535,fiorinal,7,Highly Effective,headaches,Mild Side Effects
2536,neurontin,10,Highly Effective,bipolar disorder,No Side Effects
2537,lexapro,3,Considerably Effective,depression,Severe Side Effects
2538,flonase,9,Highly Effective,sinus allergies/infection,No Side Effects
2539,alprazolam,8,Highly Effective,psychosomatic disorder,Mild Side Effects
2540,cyproheptadine,9,Highly Effective,allergy to trauma to the face.,No Side Effects
2541,lipitor,10,Considerably Effective,high colesterol level,No Side Effects
2542,cymbalta,7,Considerably Effective,depression,Moderate Side Effects
2543,celexa,8,Highly Effective,depression,Mild Side Effects
2544,accutane,8,Highly Effective,acne,Moderate Side Effects
2545,mobic,2,Moderately Effective,jaw/tooth pain,Mild Side Effects
2546,flomax,10,Highly Effective,bph,Mild Side Effects
2547,nasonex,6,Moderately Effective,sinus polyps,No Side Effects
2548,clonazepam,10,Highly Effective,anxiety,Mild Side Effects
2549,ritalin,10,Highly Effective,fibromyalgia,No Side Effects
2550,synthroid,1,Ineffective,under active thyroid,Extremely Severe Side Effects
2551,imodium,9,Considerably Effective,diarrhoea/ibs,No Side Effects
2552,accutane,8,Highly Effective,acne,Severe Side Effects
2553,oracea,10,Highly Effective,perioral dermatitis,No Side Effects
2554,estrostep-fe,10,Highly Effective,contraceptive,No Side Effects
2555,copaxone,9,Considerably Effective,relapsing/remitting multiple sclerosis,Mild Side Effects
2556,synthroid,10,Highly Effective,hashimotos disease,No Side Effects
2557,prilosec,8,Highly Effective,nausea after eating,No Side Effects
2558,chantix,10,Highly Effective,stop smoking,Mild Side Effects
2559,claritin,7,Considerably Effective,allergies,No Side Effects
2560,lyrica,8,Highly Effective,fibromyalgia and myofacial pain,Mild Side Effects
2561,flomax,10,Highly Effective,frequent urination,No Side Effects
2562,lexapro,7,Considerably Effective,anxiety,Moderate Side Effects
2563,tamiflu,10,Highly Effective,flu symptoms,No Side Effects
2564,zocor,1,Ineffective,high colesterol,Extremely Severe Side Effects
2565,doxycycline,7,Highly Effective,clamydia,Mild Side Effects
2566,synthroid,8,Highly Effective,hypothyroid deficiency,Mild Side Effects
2567,cymbalta,9,Highly Effective,depression,Mild Side Effects
2568,prinivil,8,Considerably Effective,high blood pressure,Mild Side Effects
2569,risperdal,4,Moderately Effective,bipolar disorder,Moderate Side Effects
2570,lunesta,1,Ineffective,severe insomnia,No Side Effects
2571,zocor,1,Marginally Effective,high cholesterol,Moderate Side Effects
2572,motrin,6,Moderately Effective,menstrual cramps/heavey bleeding,Mild Side Effects
2573,flexeril,9,Considerably Effective,muscle spasm,No Side Effects
2574,xanax,6,Highly Effective,anxiety,Severe Side Effects
2575,doxycycline,10,Highly Effective,severe peridontal disease,No Side Effects
2576,armour-thyroid,10,Highly Effective,hypothyroidism,No Side Effects
2577,pamelor,7,Considerably Effective,depression,Severe Side Effects
2578,wellbutrin-xl,9,Considerably Effective,depression/dysthymia,Mild Side Effects
2579,seasonique,2,Highly Effective,heavy periods/cramping,Severe Side Effects
2580,benadryl,7,Moderately Effective,peanut allergy,Moderate Side Effects
2581,celebrex,2,Moderately Effective,bursitis,Severe Side Effects
2582,seroquel,1,Marginally Effective,bipolar,Severe Side Effects
2583,crestor,1,Considerably Effective,familial hypercholesterolaemia,Severe Side Effects
2584,ambien,9,Considerably Effective,insomnia,Severe Side Effects
2585,lortab,8,Highly Effective,severe low back pain that went down right leg.,Mild Side Effects
2586,acyclovir,7,Considerably Effective,hsv 2,Moderate Side Effects
2587,yasmin,1,Highly Effective,birth control,Extremely Severe Side Effects
2588,valtrex,10,Highly Effective,cold sores,Mild Side Effects
2589,lipitor,5,Moderately Effective,cholesterol,Moderate Side Effects
2590,soltamox,10,Highly Effective,atypical hyperplasia in breast and hypothyrodism,No Side Effects
2591,tri-luma,3,Ineffective,melasma,Mild Side Effects
2592,nexium,10,Highly Effective,gerd,No Side Effects
2593,voltaren,9,Highly Effective,sore lower back,Mild Side Effects
2594,valium,10,Highly Effective,anxiety/depression,No Side Effects
2595,xenical,8,Moderately Effective,over weight,Moderate Side Effects
2596,avapro,10,Highly Effective,high blood pressure after prewgnancy,No Side Effects
2597,emsam,9,Highly Effective,major chronic depressive disorder,Moderate Side Effects
2598,keflex,10,Highly Effective,post operative antibiotic,Mild Side Effects
2599,nasonex,9,Highly Effective,allergic rhinitis,Mild Side Effects
2600,inderal,1,Ineffective,hypertension,Extremely Severe Side Effects
2601,valium,9,Highly Effective,sciatica and low back pain,Mild Side Effects
2602,cipro,10,Highly Effective,cellulitis,No Side Effects
2603,efudex,10,Highly Effective,skin cancers,No Side Effects
2604,celexa,5,Moderately Effective,depression,Severe Side Effects
2605,sulfasalazine,1,Ineffective,crohn's disease,Moderate Side Effects
2606,lumigan,8,Considerably Effective,glacoma,Mild Side Effects
2607,maxalt,8,Considerably Effective,migraine,Mild Side Effects
2608,restasis,6,Moderately Effective,sjogren's syndrome,No Side Effects
2609,chantix,8,Highly Effective,stop smoking,Mild Side Effects
2610,synthroid,3,Marginally Effective,"papillary, follicular, tall-cell variant cancer",No Side Effects
2611,tazorac,6,Moderately Effective,adult acne/wrinkles,Moderate Side Effects
2612,nizoral-shampoo,9,Highly Effective,dandruff,No Side Effects
2613,retin-a,6,Marginally Effective,wrinkles,Mild Side Effects
2614,xanax,8,Considerably Effective,anxiety,No Side Effects
2615,synthroid,10,Highly Effective,hypothyroidism,No Side Effects
2616,propecia,8,Considerably Effective,hair loss,No Side Effects
2617,fentanyl,8,Moderately Effective,chronic pain due to neck injury and surgeries,Mild Side Effects
2618,prinivil,1,Moderately Effective,high blood pressure,Extremely Severe Side Effects
2619,lamictal,1,Moderately Effective,bipolar ii,Extremely Severe Side Effects
2620,xyrem,2,Ineffective,"unrestful sleep, narcolepsy?",Mild Side Effects
2621,dispermox,9,Considerably Effective,fever and tonsilitis,No Side Effects
2622,chantix,10,Considerably Effective,to help quit smoking cigarettes,Mild Side Effects
2623,tylenol,10,Highly Effective,headache,No Side Effects
2624,lantus,9,Highly Effective,insulin dependent diabetes mellitus,Mild Side Effects
2625,coreg,10,Highly Effective,cardiomyopathy,No Side Effects
2626,metoprolol,10,Highly Effective,tachycardia,Mild Side Effects
2627,lamisil,5,Considerably Effective,toenail fungus,Severe Side Effects
2628,metrogel,1,Ineffective,bacterial infection,No Side Effects
2629,zoloft,10,Highly Effective,depression/anxiety,No Side Effects
2630,humira,10,Highly Effective,rheumatoid arthritis,No Side Effects
2631,protonix,8,Highly Effective,acid reflux,No Side Effects
2632,paxil-cr,5,Moderately Effective,anxiety/panic attacks,Severe Side Effects
2633,buspar,9,Considerably Effective,anxiety,No Side Effects
2634,minocycline,9,Considerably Effective,acne,Mild Side Effects
2635,topamax,5,Considerably Effective,seizure/migraine,Severe Side Effects
2636,paxil,7,Considerably Effective,depression,No Side Effects
2637,prempro,10,Highly Effective,"crashing fatigue, hot flashes, mood swings",No Side Effects
2638,spironolactone,8,Highly Effective,acne,Moderate Side Effects
2639,claritin,5,Moderately Effective,alergy,Mild Side Effects
2640,doryx,4,Marginally Effective,acne,No Side Effects
2641,doxycycline,5,Considerably Effective,acne,Mild Side Effects
2642,norvasc,10,Highly Effective,blood pressure,No Side Effects
2643,humira,10,Highly Effective,rheumatoi arthritis,Mild Side Effects
2644,coumadin,5,Moderately Effective,blood clots,Mild Side Effects
2645,metformin-extended-release,10,Highly Effective,diabetes,No Side Effects
2646,methadone,8,Highly Effective,opiate addiction,Moderate Side Effects
2647,betamethasone,10,Highly Effective,"itchy, red, irritated skin",No Side Effects
2648,effexor-xr,8,Highly Effective,depression,Mild Side Effects
2649,zomig,1,Ineffective,migraine,Extremely Severe Side Effects
2650,pepcid,7,Considerably Effective,hives,No Side Effects
2651,retin-a-micro,3,Considerably Effective,cystic acne,Severe Side Effects
2652,synthroid,10,Considerably Effective,hypothyroidism,No Side Effects
2653,renova,7,Considerably Effective,melasma,Severe Side Effects
2654,desyrel,1,Highly Effective,insomnia,Severe Side Effects
2655,amoxil,10,Highly Effective,ear infection,No Side Effects
2656,tylenol,8,Considerably Effective,headache,Mild Side Effects
2657,fluvoxamine,10,Highly Effective,"ocd, bipolor disease",No Side Effects
2658,aricept,2,Marginally Effective,alzheimer's,Severe Side Effects
2659,lorazepam,4,Marginally Effective,anxiety,Moderate Side Effects
2660,tramadol,1,Ineffective,"osteochondral injury of the talus, left ankle",Extremely Severe Side Effects
2661,dysport,3,Marginally Effective,brow wrinkles,Moderate Side Effects
2662,albuterol,9,Considerably Effective,bronkitis,Mild Side Effects
2663,norvasc,1,Moderately Effective,high blood pressure,Extremely Severe Side Effects
2664,methotrexate,10,Considerably Effective,rheumatoid arthritis,No Side Effects
2665,augmentin,8,Highly Effective,phneumonia,No Side Effects
2666,imitrex,1,Ineffective,migraine,Extremely Severe Side Effects
2667,retin-a,10,Highly Effective,adult acne,Mild Side Effects
2668,prevacid,10,Highly Effective,stomach ulcers,No Side Effects
2669,ambien-cr,5,Considerably Effective,insomnia,Severe Side Effects
2670,ambien,8,Highly Effective,insomnia,Mild Side Effects
2671,paxil,8,Considerably Effective,anxiety,Mild Side Effects
2672,flonase,7,Considerably Effective,nasal polyps,Moderate Side Effects
2673,avita,6,Moderately Effective,aging skin,Mild Side Effects
2674,zoloft,10,Highly Effective,anxeity,Mild Side Effects
2675,lunesta,7,Considerably Effective,insomnia/difficulty sleeping,Mild Side Effects
2676,estrace,9,Considerably Effective,menapause,No Side Effects
2677,augmentin,7,Highly Effective,"sinusitis,quinsy",Severe Side Effects
2678,acyclovir,10,Highly Effective,cold sore below lip,Mild Side Effects
2679,prevacid,9,Considerably Effective,indigestion,No Side Effects
2680,cipro,9,Highly Effective,kidney infection,Mild Side Effects
2681,neurontin,1,Ineffective,"chronic pain, fibromyalgia",Extremely Severe Side Effects
2682,ziac,8,Considerably Effective,high blood pressure,No Side Effects
2683,vyvanse,8,Highly Effective,adhd,Mild Side Effects
2684,nuvigil,6,Highly Effective,shift work sleep disorder,Severe Side Effects
2685,diflucan,8,Highly Effective,yeast infection,Mild Side Effects
2686,zoloft,10,Highly Effective,anxiety,No Side Effects
2687,nuvaring,1,Ineffective,heavy period,Severe Side Effects
2688,mobic,3,Ineffective,neck pain from car accident whiplash,Moderate Side Effects
2689,methotrexate,9,Highly Effective,rheumatoid arthritis,Mild Side Effects
2690,elavil,1,Moderately Effective,fibromyalgia,Severe Side Effects
2691,lithium-carbonate,8,Highly Effective,manic depression,Mild Side Effects
2692,seasonique,4,Highly Effective,migraine + birth control,Moderate Side Effects
2693,vicoprofen,7,Considerably Effective,oral infection,Mild Side Effects
2694,zyban,9,Considerably Effective,smoking,Mild Side Effects
2695,provigil,10,Considerably Effective,fatigue from rheumatoid arthiritis,No Side Effects
2696,lortab,8,Highly Effective,oral surgery,Moderate Side Effects
2697,aricept,7,Considerably Effective,dementia (altzheimer's diesease),No Side Effects
2698,lipitor,1,Moderately Effective,high cholesterol,Extremely Severe Side Effects
2699,prevacid,4,Marginally Effective,acid reflux,No Side Effects
2700,remicade,2,Moderately Effective,crohns disease  & colitis,Severe Side Effects
2701,temovate,7,Moderately Effective,dyshidrosis,No Side Effects
2702,ambien,10,Highly Effective,difficulty sleeping,Mild Side Effects
2703,xyrem,3,Considerably Effective,"trouble sleeping at night, tired during day",Extremely Severe Side Effects
2704,levaquin,1,Ineffective,cellulitis (skin infection on my leg),Severe Side Effects
2705,flonase,8,Considerably Effective,plugged up nose related to seasonal allergies,No Side Effects
2706,clindamycin,3,Ineffective,prophylaxis after oral surgery,Moderate Side Effects
2707,toprol-xl,9,Considerably Effective,high blood pressure,No Side Effects
2708,cipro,9,Considerably Effective,uti,Mild Side Effects
2709,voltaren,3,Marginally Effective,primary dysmenorrhea,No Side Effects
2710,byetta,8,Highly Effective,diabetic,Mild Side Effects
2711,premarin,10,Highly Effective,radical hysterectomy,No Side Effects
2712,proscar,7,Moderately Effective,hair loss,Moderate Side Effects
2713,ortho-tri-cyclen,8,Highly Effective,birth control,Mild Side Effects
2714,metronidazole,4,Considerably Effective,giardiasis,Severe Side Effects
2715,motrin,9,Considerably Effective,rheumatoid arthritis,No Side Effects
2716,acyclovir,10,Highly Effective,recurrent colds,No Side Effects
2717,advair-diskus,9,Considerably Effective,asthma,No Side Effects
2718,zomig,10,Highly Effective,migraines,No Side Effects
2719,effexor,5,Considerably Effective,depression,Moderate Side Effects
2720,wellbutrin,5,Marginally Effective,depression,Moderate Side Effects
2721,zithromax,9,Highly Effective,ear infection and upper respiratory infection,No Side Effects
2722,desyrel,10,Highly Effective,insomia,No Side Effects
2723,valium,10,Highly Effective,low back pain/herniated disk/sciatic pain,No Side Effects
2724,diovan,10,Highly Effective,high blood pressure,No Side Effects
2725,voltaren,8,Considerably Effective,osteoarthritis,Moderate Side Effects
2726,tegretol,1,Highly Effective,seizures,Extremely Severe Side Effects
2727,ultracet,6,Moderately Effective,post surgery,Mild Side Effects
2728,prozac,10,Highly Effective,depression,Mild Side Effects
2729,prinivil,2,Moderately Effective,high blood pressure,Extremely Severe Side Effects
2730,retin-a,8,Moderately Effective,fine wrinkles,Mild Side Effects
2731,minocin,7,Highly Effective,acne,No Side Effects
2732,zomig,10,Highly Effective,migraine,No Side Effects
2733,zyrtec,5,Highly Effective,allergies,Severe Side Effects
2734,vyvanse,7,Highly Effective,adhd,Severe Side Effects
2735,effexor-xr,7,Highly Effective,depression,Moderate Side Effects
2736,vicodin,3,Ineffective,pain,Moderate Side Effects
2737,prinivil,10,Highly Effective,high bloodpressure,No Side Effects
2738,tri-luma,8,Moderately Effective,hyperpigmentation,Severe Side Effects
2739,retin-a,4,Moderately Effective,sun damage,No Side Effects
2740,ativan,9,Highly Effective,extremely severe anxiety,Mild Side Effects
2741,protonix,8,Highly Effective,acid reflux,No Side Effects
2742,lamisil,9,Highly Effective,toenail fungus,Mild Side Effects
2743,inderal,10,Highly Effective,situational anxiety,No Side Effects
2744,amoxil,9,Highly Effective,kidney infection,Mild Side Effects
2745,tirosint,10,Highly Effective,low thyroid,No Side Effects
2746,dispermox,6,Moderately Effective,sinus infection,Moderate Side Effects
2747,zyrtec,9,Considerably Effective,allergies,No Side Effects
2748,ambien,8,Considerably Effective,inability to fall asleep easily,Mild Side Effects
2749,imitrex,8,Highly Effective,migraine,Moderate Side Effects
2750,effexor,3,Moderately Effective,depression,Severe Side Effects
2751,renova,8,Considerably Effective,acne,Moderate Side Effects
2752,valium,6,Marginally Effective,anxiety,Mild Side Effects
2753,deltasone,6,Highly Effective,crohn's disease,Moderate Side Effects
2754,periogard,2,Ineffective,periodontal disease,Moderate Side Effects
2755,clindamycin,3,Marginally Effective,sinusitus/ double ear infection,Moderate Side Effects
2756,lamictal,7,Considerably Effective,epilepsy,Moderate Side Effects
2757,maxalt,10,Highly Effective,migraines,No Side Effects
2758,spironolactone,5,Marginally Effective,hair loss,Mild Side Effects
2759,retin-a,7,Considerably Effective,acne and wrinkles,Mild Side Effects
2760,chantix,5,Considerably Effective,smoking cessation,Severe Side Effects
2761,tazorac,8,Considerably Effective,fine lines/wrinkles,Moderate Side Effects
2762,zyrtec,9,Considerably Effective,allergic rash,No Side Effects
2763,lamictal,5,Ineffective,mood stablizer for bipoler disorder,No Side Effects
2764,crestor,10,Highly Effective,cholesterol,No Side Effects
2765,singulair,10,Highly Effective,hay fever type allergy reactions,No Side Effects
2766,paxil,4,Marginally Effective,social anxiety,Moderate Side Effects
2767,doryx,10,Highly Effective,acne,No Side Effects
2768,paxil,1,Marginally Effective,depression/anxiety,Extremely Severe Side Effects
2769,alesse,7,Highly Effective,pregnancy prevention,Mild Side Effects
2770,renova,6,Marginally Effective,wrinkles,Mild Side Effects
2771,klonopin,6,Highly Effective,anxiety,Moderate Side Effects
2772,tenormin,10,Highly Effective,tachycardia,Mild Side Effects
2773,synthroid,10,Highly Effective,hypothyroidism,No Side Effects
2774,wellbutrin-xl,2,Moderately Effective,sadd,Extremely Severe Side Effects
2775,zocor,1,Moderately Effective,cholesterol,Extremely Severe Side Effects
2776,zmax,5,Moderately Effective,sinus infection,Mild Side Effects
2777,lipitor,8,Highly Effective,high cholesterol,Severe Side Effects
2778,citalopram,10,Highly Effective,rapid cycling bi polar,Mild Side Effects
2779,oracea,5,Moderately Effective,acne,Moderate Side Effects
2780,yasmin,3,Highly Effective,birth control,Moderate Side Effects
2781,omnicef,1,Ineffective,sinus infection,Extremely Severe Side Effects
2782,aldactone,7,Considerably Effective,acne,Mild Side Effects
2783,amerge,8,Considerably Effective,migraines,Mild Side Effects
2784,ativan,3,Highly Effective,nerves,Severe Side Effects
2785,xanax,10,Highly Effective,anxiety related to severe pms,No Side Effects
2786,estring,8,Moderately Effective,post menopause,No Side Effects
2787,aldactone,10,Highly Effective,swollen knee,No Side Effects
2788,climara-pro,3,Marginally Effective,hot flashes,Moderate Side Effects
2789,zomig,8,Highly Effective,migraine,Mild Side Effects
2790,tazorac,6,Moderately Effective,anti aging,Moderate Side Effects
2791,adipex-p,4,Moderately Effective,loose weight,Severe Side Effects
2792,chantix,10,Highly Effective,20 year pack a day smoker,Mild Side Effects
2793,adipex-p,10,Highly Effective,weight loss,Mild Side Effects
2794,lexapro,9,Considerably Effective,depression,Mild Side Effects
2795,clonazepam,8,Highly Effective,"nerve damage, 1 nerve near mouth during surgery",Mild Side Effects
2796,zovirax,10,Highly Effective,herpes zoster,Mild Side Effects
2797,valtrex,7,Moderately Effective,genital herpes,No Side Effects
2798,cymbalta,2,Ineffective,anxiety/depression,Severe Side Effects
2799,prednisone,1,Moderately Effective,allergic reaction on face to a cosmetic,Severe Side Effects
2800,provigil,10,Highly Effective,"narcolepsy, sleep apnea, bipolar disorder",No Side Effects
2801,fiorinal,10,Highly Effective,migraine headaches,Mild Side Effects
2802,paxil,10,Highly Effective,anxiety,Mild Side Effects
2803,adderall,10,Highly Effective,adhd,Mild Side Effects
2804,propecia,9,Highly Effective,hair less,No Side Effects
2805,metrogel,1,Ineffective,rosacea,No Side Effects
2806,oxycontin,2,Considerably Effective,pain after surgery,Extremely Severe Side Effects
2807,renova,8,Considerably Effective,hyperpigmentation,Severe Side Effects
2808,naproxen,3,Considerably Effective,arthritis,Severe Side Effects
2809,lexapro,1,Considerably Effective,"anxiety, stress",Extremely Severe Side Effects
2810,divigel,10,Highly Effective,menopause,No Side Effects
2811,selegiline,3,Ineffective,head injury,Moderate Side Effects
2812,effexor,10,Highly Effective,depression,No Side Effects
2813,amoxil,2,Ineffective,tooth infection,Extremely Severe Side Effects
2814,aldactone,3,Marginally Effective,hormonal acne,Mild Side Effects
2815,duragesic,7,Highly Effective,severe chronic pain,Severe Side Effects
2816,paxil,8,Highly Effective,panic disorder,Moderate Side Effects
2817,synthroid,7,Moderately Effective,hypthyroidism,Mild Side Effects
2818,effexor,10,Highly Effective,depression,Mild Side Effects
2819,cymbalta,1,Ineffective,fibromyalgia and depression,Moderate Side Effects
