rating,urlDrugName,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview,combinedReview
5,singulair,Moderately Effective,Moderate Side Effects,asthma \ allergies,"less astma attacks 
do more excerie without getting tired to quick
focus more","headspins
drowsiness
night terrors 
hair lose
ears ach
mood swings
depression
pins and needles in mornings
see and hear things most of times
pale skin
not enough sleep
hear and see things
sucide thoughts","\take 5mg a day for as long as your doctors think you have improved,if not continue as long as you get better ......................................................................................................................................................", excerie quick focus night mood depression skin hear see sucide \take day continue
5,zithromax,Moderately Effective,Moderate Side Effects,avod bacterial infection,The treatment benfits were to heal bacteria from surgery.  I was told to take the pills immediately starting the day after surgery.,"side effects were diahrrea, stomach pain and nausea",the treatment was 1 pill a day for 4 days - first day 2 pills.  The pills were easy to take and remember, treatment heal surgery take day surgery side stomach pain nausea treatment pill day day take remember
5,estrace,Highly Effective,Severe Side Effects,hysterectomy/menopause,The application of estrace relieved vaginal dryness virtually overnight. It also caused reduction of pain during intercourse. Improved sex drive and response.,"The application of estrace didn't appear to have side effects initially, however, upon continued use severe irritation of the vaginal lining occurred as well as a severe yeast infection. Yeast infection was so severe it required prescription medication to clear up.",Estrace was applied vaginally 3x weekly., application estrace dryness reduction pain intercourse sex drive response application estrace appear have use irritation lining yeast infection yeast infection prescription medication clear estrace
5,renova,Moderately Effective,Moderate Side Effects,"prevent aging, improve skin","The product helped skin to look healthy, helped a small amount to reduce pigmentation and wrinkling.  The product helped to maintain the skin at it's current level with some improvement in look.  The 60 gm tube lasted almost a year and so it was an affordable treatment for the skin.","face became easily red and irritated with exercise, wind, cold temperatures.  I could not find a cleanser that did not irritate my face.  I tried several cleansers and had to use a product made for sensitive skin such as cetaphil or neutrogena.  Make-up also became and issue due to the sensitivity of the skin.  It would take over an hour for my skin to calm down after and irritant.",Apply renova at bedtime waiting atleast 30 minutes after washing face.  I had to extend the time I waited after washing to an hour to try to reduce the sensitivity of my skin.  I also applied the renova every other day during the summer or times when I knew there would be a skin irritant to try and reduce sensitivity., product skin look amount reduce pigmentation wrinkling product maintain skin level improvement look gm tube year treatment skin face exercise wind find cleanser irritate face use product skin cetaphil neutrogena make-up issue sensitivity skin take hour skin calm renova bedtime atleast face extend time hour try reduce sensitivity skin renova day summer knew be irritant try reduce sensitivity
5,clonazepam,Considerably Effective,Mild Side Effects,"agoraphobia, panic disorder","Taking the rivotril made me sleepy at first but then it just calmed me down enough to be able to cope with life.  I was constantly anxious and scared and the rivotril made it possible for me to come down to relatively normal anxiety levels in ""safe"" situations, whereas before I didn't have any situations I considered safe.  It helped me sleep and made me feel more rested and in control.  I got pregnant while taking it (I had been trying for 18 years) and I honestly believe that being more relaxed helped me not only to get pregnant but to carry the baby as I had had four miscarraiges previously.  I started confronting situations that were uncomfortable to me before and was able to live a reasonably normal life, even though I have become housebound.  I feel the rivotril got me through a very tough time in my life.","The Rivotril didn't have any side effects in the long run, it made me a bit sluggish at first.  However after taking it for a few years and feeling I no longer needed it, I found it impossible to stop taking it as the withdrawal symptoms were so bad.  I have cut the dosage down considerably, from 5 mg at night to one, then I became nervous again and started taking 2 again.  I have tried several times to come off the drug completely but the results have been tremors and feeling sick along with high anxiety to the point of hardly being able to speak.  I would always go back on it.  I never felt I needed MORE...I just coudn't stop taking even a small amount.","I was told that panic attacks were caused by a chemical imbalance in the brain in the same area that caused epileptic fits.  As Rivotril is a sedative and is given to people with epilepsy they had found that it also helped alleviate panic attacks.  I was prescribed it for this reason.  I am unable to take anti-depressants which also stop panic attacks because of strong side effects so this was a better choice for me at the time.

I feel that it did the job, but had I known I would be on it for the rest of my life I'm not sure I would have started taking it.  But maybe if I was desperate like I was then I would.  I was concerned about taking it while pregnant but my child was normal.  She did have bad withdrawal symptoms though after I stopped breast feeding her.  No one realized that was what was happening when she cried all the time for seemingly no reason.  Back then it was unknown that going off the drug caused withdrawal as the drug had never been used short term.  Only for epileptics for life.  She is 13 now and perfectly normal.  However I do feel guilty about having put her through that.", rivotril sleepy be cope life rivotril come anxiety have sleep made feel control believe relaxed get carry baby live life housebound feel rivotril time life rivotril have side run bit stop withdrawal have dosage mg night have come drug anxiety point speak go i stop amount chemical imbalance brain area rivotril epilepsy alleviate reason take panic side choice time feel job be rest life i have child have withdrawal breast one time reason drug withdrawal drug term life feel
5,tazorac,Moderately Effective,Mild Side Effects,acne,"improved texture, reduced comedones a little on some parts of face, yet produced a flare up of acne on forehead and chin. since other users had similar reaction at the initial 6 -10 weekss of usage, i am waitng for this unpleasant effect to wear off.","redness, peeling, dry skin at .1%, less side effects with .05%","daily use for 4 weeks and at present, used after applying cerave moisturizer, very smalll amount was more effective, as fewer side effects. spf 30 every day to prevent burn.", texture face flare acne forehead chin reaction weekss usage waitng effect wear redness skin % % use present moisturizer amount side day prevent burn
5,prednisone,Moderately Effective,Moderate Side Effects,asthma,"It decreased my wheeze after about 5days. The wheeze became intermittent from then but did not go away and after 2days of not taking prednisone the symptoms returned, not as bad as they originally were though. Am now on so had another course of prednisone.","Leg Pain! The first day,i couldnt drive home they were so sore. Insomnia, I am writting this at 5am because im stil not asleep. Very exhaused on the high dose and got the 'buzz', on the lower dose where i bacame very wired and had trouble concentrating. When i first wake up my face, esp eyes, are very puffy but it seems to go down with in an hour. Dry mouth, metallic taste in my mouth. Increased hunger and thirst. Hot flushes. Few irrational mood swings but nothing to serious. Am taking the second course at the moment and the side effects dont seem to be as bad besides the insomnia but am only on day 2 of the course and am home from work with a cold i picked up at the end of the 1st course that i cant seem to get rid of so im guessing i would have the same side effects if i was doing my normal daily work.",Was put on Prednisone for asthma which i have not suffered from since i was a child. Had 6weeks of a cough which i though was a developing chest infection that i was fighting off as never turned into anything and i felt fine. My wheeze got really bad so went to gp who put me straight on prednisone. After 5days the wheezing decreased and i felt slightly better. 2days after stopping my course i was getting wheezy again and starting coughing more. Went back to the gp and he put me on another course of prednisone which i am taking at the moment along with a salbutamol inhaler., wheeze wheeze go prednisone course prednisone leg pain day couldnt drive home insomnia im stil dose dose bacame trouble concentrating face go hour mouth taste mouth hunger thirst mood nothing course moment side be insomnia day course home work cold end course get have side work prednisone asthma child cough infection anything fine wheeze gp put prednisone wheezing course wheezy gp course prednisone moment inhaler
5,neurontin,Highly Effective,Severe Side Effects,"degenerative disc disorder, spinal stenosis l1-s1","Ability to sleep 8 full hours without waking up in pain was fantastic!  No need to get up during night to void, also fantastic.","Excessive daytime sleepiness, difficulty concentrating and retaining information, craving sweets which worsen my hypoglycemia, among others.","Initial 300mg was taken for only 2 days, due to severe daytime sleepiness in AM.  Found it nearly impossible to drag myself out of bed in am.  My morphine controlled release wears off within 8-9 hours, so staying in bed NOT advisable without another dose of morphine or Percocet, but the neurontin makes me want to keep sleeping.  When I finally do wake up, minimally after 11 hours after I fell asleep, I still felt tired, and now in a lot of back, hip and sometimes even knee pain, from laying in bed motionless for so long, on L side of body.  Because of the sleepiness side effect, I do not take any during day. Since my MD would not lower dosage from 300mg until next monthly visit, I bought empty size 0 gel capsules at local health food store, and painstakingly divided the dosage from the 300mg capsules into 2 150mg capsules.  Initially, this seemed to be a good solution.  I was able to continue having 8h of pain-free sleep, and getting up after 8h was easier.   But, after only 4 days at the lower 150mg dosage, the excessive sleepiness after 8h of normal sleep continued, so I need to try cutting down the dosage even more.  Have to take the dextroamphetamine controlled release, to fully wake me up in AM, and once that wore off after 12 hours in early evening, I am too tired to study for my classes.  Overall, I would recommend this drug only for adults who do not have to drive to work, or adults who can take naps during work hours, or adults who are not trying to taking classes for credit.  I am hoping the upcoming RFA procedure will allow me to stop taking the narcotics and neurontin, and allow me to be able to work, study and retain what I learn in class (especially short term memory).", ability sleep pain need get night void daytime sleepiness difficulty information hypoglycemia mg sleepiness drag bed morphine release bed dose morphine percocet neurontin want keep sleeping wake lot hip knee pain bed motionless side body side effect take day md lower dosage mg visit size gel health food store dosage mg mg be solution continue sleep mg dosage sleepiness need try dosage have take dextroamphetamine release wake evening study recommend drug have drive work take work credit rfa procedure allow stop neurontin allow be work study retain learn class term memory
5,diazepam,Highly Effective,Moderate Side Effects,"mood swings, felt by- polar","Non moody after taking 1/3 of 1 pill, calm and relaxed.","Never feeling sexual aroused anymore since taking the pills. Not once since taking the pill. Not wanting partner to try anything sexual, I'm just turned off. Have no idea why but i definitely know it's those pills.","Diazepam : 1/3 of 1 pill
whenever i'm feeling stressed,mood swings, felt BY- POLAR

Non moody after taking 1/3 of 1 pill, calm and relaxed.

Never feeling sexual aroused anymore since taking the pills though. Not once since taking the pill. Not wanting partner to try anything sexual, I'm just turned off. Have no idea why but i definitely know it's those pills.", non moody /3 pill calm relaxed pill partner try anything i idea diazepam /3 pill i mood non moody /3 pill calm relaxed pill partner try anything i idea
5,chantix,Moderately Effective,Moderate Side Effects,stop smoking,The benefits were to eventually stop smoking.,At first I experienced a slight headache and upset stomache.,"I was to take 1 small dosage pill twice a day for 1 week.  Then increase the pill to the regular dose gradually after that week.  The medication is suppose to stop you from wanting to smoke basically by making you sick to your stomache when you smoke. During the first week you can smoke, but the second week you have to stop.", stop smoking headache stomache take dosage pill day week increase pill dose week medication stop smoke stomache week smoke week stop
5,synthroid,Marginally Effective,No Side Effects,hypothyroidism,"My hair grew back (prior to treatment it was falling out in clumps) and my depression, weight gain, and exhaustion improved somewhat.",I experienced no discernible side effects.,"Although this drug did alleviate my hair loss it only lessened my depression,  exhaustion, and weight gain. I still have difficulty with concentration and memory and experience ""brain fog"" every day. My endocrinologist says my dose is perfect based on my blood test results but my symptoms persist.", hair treatment depression gain exhaustion side drug alleviate hair loss depression exhaustion gain have difficulty concentration memory experience brain fog day endocrinologist dose blood test persist
5,diazepam,Considerably Effective,Moderate Side Effects,sleep,"Most often the diazepam got me to sleep fairly quickly but did not last the whole night through.  The liquid capsules were then superceded by tablets which usually took about twice as long to kick in.  ie, 40 mins instead of 20. The benefit was there if I was unable to sleep otherwise but a benzo sleep is not natural and feels different to real sleep.",Twitching nerves for several days afterward.  Difficulty sleeping.,Taking a pill to get to sleep., diazepam sleep night liquid kick ie benefit sleep sleep sleep difficulty sleeping pill get sleep
5,lac-hydrin,Moderately Effective,No Side Effects,extremely dry skin,"It was helpful in reducing the severity on my life-long extremely dry, flaky, itchy skin. It was recommended that I be certain to apply it directly after a shower, when the skin still retains some of it's moisture from the shower itself. This is true for all lotions, but seemed particularly helpful with the Lac-hydrin. Unfortunately, though it was more helpful than many lotions I've used, the benefits did not warrant the higher price of the product. Ultimately, I've found BETTER results with the much cheaper Eucerin and even Curel moisturizing lines.","During the 6 months during which I used the Lac-hydrin, I didn't experience any negative side-effects. I was using it during winter months, so I don't have any feedback to offer on sun-sensitivity. I didn't experience any additional skin irritation that lessened my interest in the product. I simply moved on to other products because of the price.","The Lac-hydrin was applied topically to all parts of my body (expect my face) twice daily. My dermatologist recommended that one of the applications be directly after my shower. The skin will retain moisture from the shower for a bit, and the application of the Lac-hydrin will help to keep it there. I would reapply to dry skin again before bed.", severity flaky itchy skin be apply shower skin moisture lac-hydrin warrant price product eucerin curel lac-hydrin experience have feedback offer sun-sensitivity experience skin irritation interest product price lac-hydrin body expect face dermatologist be shower skin retain moisture shower bit application lac-hydrin help keep reapply dry skin bed
5,tazorac,Moderately Effective,Moderate Side Effects,rosacia,At first my skin was looking really great it even made my wrinkles less noticible.,"I seemed to have grown sensitive to the medication after 6 months and I was a mess.  I had a face of red, sensitive, peeling skin.",Pea size amount rubbed into facial skin every evening., skin have medication mess face peeling skin size amount skin evening
5,claripel-cream,Moderately Effective,Mild Side Effects,brown spots,"some of the lighter spots lightened slightly but the darker spots did not really fade, in fact it seemed like they got a little darker","itchiness, redness and very dry skin. I Couldnt use any concealers because the skin became too dry and looked worse.","apply twice daily, morning and evening.", darker fade fact darker itchiness redness skin couldnt use skin apply morning evening
5,adipex-p,Considerably Effective,Extremely Severe Side Effects,lose weight,Able to curb appetite; lose weight effectively for the 1st two week; feeling energetic at the initial stage,Slight gastric; having many sleepless night; cannot concentrate as well; hands are always shivering;heart beats very fast; feeling breathless;,"As prescribe, i was to take one every morning before food.", curb appetite lose weight st week stage gastric night concentrate heart breathless prescribe take morning food
5,amoxil,Marginally Effective,No Side Effects,tonsilitis,"slight reduction but that is all, 2nd week always still there so yet again more pills but usually never completely gone. accupuncture far more effective, within a few weeks gone down, consider that lymph was size of a walnut so that is great news",none just not working,"7 day course, then repeated as symptoms still remain, eventually after about 4 years of having this they refuse to give any more pills, they say nothing they can do however they checked for glandular fever and such but all clear, this has been ongoing always antibiotics i believe we already tried penicillin but with no joy there,", reduction week accupuncture consider lymph size walnut news none day course give nothing do fever joy
5,lexapro,Moderately Effective,Severe Side Effects,depression,Helped reduce some of the anxiety and had a moderate effect on the depression although it did not go away.,Insomnia and fatigue were the main side effects experienced.,Taken orally daily at night to address depresion. Stopped taking due to side effects. Found increase of regimented daily exercise to be more beneficial., reduce anxiety effect depression go insomnia fatigue side night address depresion side increase exercise be
5,quibron-t,Marginally Effective,No Side Effects,asthma,"the medication kept my asthma under control or so i thought.    as an aside, i still have a few left and every so often if i am out of my migraine medication, i will take a theodur and it seems to alleviate the headache.  it was inexpensive.","while I was on it, i never really experienced any side effects. except one time when i accidently took too much and became dizzy and nauseaus. when i went off it i suffered two weeks of migraines due to withdrawal.",i took 300 mg. twice a day and also used an inhaler regularly.   i assumed it was as good as it gets.  my new asthma specialist determined i had suffered some loss of lung function as the asthma had not been controlled as well as it could have been.  i had to have regular blood work to determine the levels were right., medication control aside medication take theodur alleviate headache while time withdrawal mg. day inhaler specialist loss lung function asthma have have blood work determine
5,concerta,Moderately Effective,Mild Side Effects,adhd,focus is better during school. he is able to take test better. weekends and summer breaks are great while the pill is working.,headahe paranoid seems to be afraid to do things he would do tired hard to go to sleep,meds regular with ritalin at 4pm then clonadine at bedtime., focus school take test better summer pill headahe paranoid be do do tired hard go sleep ritalin pm clonadine bedtime
5,prempro,Considerably Effective,Severe Side Effects,menopause,hot flashes were less frequent.  Libido was improved.  Uninterrupted sleep was more common.  Emotional balance was obtained,I put on a lot of weight right away and frequently had tourinate and itching in the genital area and high blood pressure was noted,Upon visiting my doctor for my annual ob/gyn she recommended hormone replacement therapy to begin immediately., libido sleep balance lot weight tourinate itching area blood pressure doctor ob/gyn hormone replacement therapy begin
5,relafen,Moderately Effective,No Side Effects,pain,The benefits of this treatment was slightly reduced pain due to a partial rotator cuff tear,There were no side effects experienced with this drug,The treatment for this injury was to take the drug as prescribed in addition to physical therapy.  Drug and physical therapy was prescribed for approximately six weeks., treatment pain rotator cuff side drug treatment injury take drug addition therapy drug therapy
5,tri-luma,Marginally Effective,Mild Side Effects,hyperpigmentation,Mild lightening of age and sun spots.,Slight dryness at the beginning of treatment. Increased sun sensitivity.,"Started using the cream every other night and increased it to every night. It somewhat lightened my freckles and age spots pretty quickly (within a couple of weeks) but after that stopped helping. I also had a brown patchy area on my leg that has been around forever. I used it as my ""test"" patch to monitor progress. Just like my face it lightened the spot pretty quickly and then stopped working. The spot since then has remained lighter but has never gone away altogether. 
I would say I saw a 25% improvement in the sun spots on my face.  I have a lot of them so overall it didn't really make a difference in how my skin looks. 
I did not have much irritation when I started using this product but I had been using Retin A before I started the Tri Luma so maybe my skin was used to it already. I did notice that it stung the skin around my eyes when I used it on the brown spots high up on my cheekbones.
Also, was told it would help reduce acne and breakouts.  It did not which is disappointing. 
I use 50+ sunscreen every day and stay out of direct sunlight.", lightening age dryness beginning treatment sensitivity cream night night age couple area leg test patch monitor progress face spot spot say saw % improvement face lot make difference skin have irritation product retin tri skin notice skin help reduce acne use + day stay sunlight
5,augmentin,Considerably Effective,Severe Side Effects,cat bite infection,The infection cleared,"Loss of appetite, heartburn, nausea,light headed feeling, gas, bloating,did not sleep well, 2 episodes of extreme dizziness  (side-effects were most extreme at mid-point - 5 days.  About 7-10 after completion I developed a vaginal yeast infection, which was cleared with over the counter medication.","The cat bite on my foot was very swollen and painful.  I was hospitalized for 4 days, during which time antibiotics were administered intravenously every 6 hours.  When I was discharged from the hospital I felt fine, without any of the symptoms described above.   When I started taking the Augmentin there were very few side-effects - they became very noticeable after the 5th or 6th day.  By the end of the treatment, the dizziness had subsided as did the light headed feeling, but the intestinal discomfort remained until 3 or 4 days after.", infection loss heartburn nausea light feeling gas bloating sleep dizziness -10 completion yeast infection medication cat bite foot time hospital augmentin th day end treatment dizziness light feeling discomfort
5,effexor,Considerably Effective,Moderate Side Effects,depression,"the treatment reduced the following symptoms of depression: apathy, lack of
interest in daily activities, passive suicidal ideation, loss of energy.","the treatment resulted in augmentation of restless legs and induced weekly migraines. this required three additional medication to manage the side effects.
these medications also had side effects.","the treatment was started two years ago and was intially very effective.
despite causing augmentation of restless legs and inducing weekly migraines
a decision was to stay on the medication and treat the side effects. over
time the antidepressant effects waned but the side effects continued so I
am slowly being withdrawn from the effexor. the seroquel has had side effects
as well.", treatment depression lack interest ideation loss energy treatment augmentation restless medication manage side treatment augmentation restless decision stay medication treat side time side effexor seroquel
5,doxycycline,Considerably Effective,Mild Side Effects,acne,My face and back acne cleared up within two weeks of regular use,"nausea, vaginal discomfort (dryness)",the frustrating thing is that the acne will return shortly after you stop the treatment., face acne use nausea discomfort dryness thing acne return treatment
5,retin-a,Moderately Effective,No Side Effects,aging,"I felt the cream was helpful.  Once the intitial effects were seen, they seemed to level out.  I used the cream nightly as I did not wear it during the day.  My skin felt smooth and soft after the first week.","Some redness did occur at first.  After the the first week, the redness disappeared.  There was some sensitivity, but that too went a way.  Other than that, I did not have any other side effects.","I went to doctor to find out how to improve skin condition and rejuvenate skin from sun damage.  After a long questionaire and exam, she prescribed retin-A.", i cream level cream wear day skin week redness occur week redness sensitivity way have side doctor find improve condition rejuvenate skin damage questionaire exam
5,topamax,Considerably Effective,Severe Side Effects,seizure/migraine,"I was prescribed this medicine by my neurologist who prescribed it to treat both seizures and migraine headaches. The medicine was very effective. In the 6 month period I was on the medicine, I only experienced 3 seizures compared to my normal 3 a week. Migraine headaches were also reduces, only apparent if triggered by something severe.","soda tasted horrible, and I had an extreme loss of appetite. No matter how badly I wanted to I was unable to eat more than a few bites of food. This caused me to lose 25 pounds, dropping me to 5'6 and under 100 pounds. Worse than the effect on my diet was how it effected my cognitive processes. I became unable to think clearly. Solving problems in my head was nearly impossible. Complete loss of focus and concentration. Extreme forgetfulness. Inability to structure sentences properly.  Very emotional, which is highly uncharacteristic of me.","While the medicine was successful in treating both seizures and migraines, being a college student the side effects became too unbearable to continue the medication. My grades began to slip, and discontinuing the medication became necessary.", i medicine neurologist treat medicine month period medicine week migraine something soda loss appetite matter eat food lose effect diet think head loss focus concentration forgetfulness inability structure medicine college student side continue medication slip medication
5,zyprexa,Highly Effective,Severe Side Effects,psychosis,stopped paranoid delusions,excessive sedation and excessive weight gain,"patient was prescribed Zyprexa at Providence Hospital Emergency care by telephone consult with psychiatrist to delay and/or prevent in-patient hospitalization.
Side effects, especially sedation were evident immediately after coming home.
Returned to emergency, tranferred to in-patient care, two weeks, to observe medication with therapy. Switched to Abilify.", sedation weight gain patient zyprexa providence hospital emergency care telephone consult psychiatrist delay hospitalization side home emergency care observe medication therapy abilify
5,zantac,Marginally Effective,No Side Effects,ulcer,the benifits of the treatment were that it stopped the pain. i could sleep at night. i could eat food that i could not eat before. because i was not in consent pain i could get on with my life,"there were not any treatment side affects except that you had to take two tablets twice a day for the rest of your life. this was not a cure. I THEN FOUND OUT THAT THER WAS AN AUSTRAILAN  DOCTER WHO FOUND THAT IN SOME CASES ULCERS WERE ONLY A BACTERIA AND A SIMPLE TEST WOULD FIND THAT OUT AND IF THAT WAS THE CASE A SHORT COUSE OF ANTIBOTICS AND AN ANTI ACID FOR THE SAME PERIOD OF TIME WHISLT YOU WERE TALIKG THE COURSE OF ANTIBOTICS, WOULD GET RID OF THE PROBLEM, WHICH IN MY CASE IT DID. NOW I DONT HAVE TO TAKE DRUGS EVERY DAY!",tablet twice a day, treatment pain sleep night eat food eat consent pain get life treatment side take day rest life cure ther docter test find case couse acid period time whislt talikg course get problem case take day tablet day
5,minocycline,Moderately Effective,Mild Side Effects,acne,"Clear appearance of skin, decreased pimples and cysts, it took one month for the medication to start working and had moderate effects","was volatile to certain foods and dairy, skin very sensitive to sun, and dosent heal very well, if i stoppped taking the drug temporarary i would get combination of cystic acne and normal acne around neck and lower face and cheeks","benzac, roaccutane, then MINOCYCLINE", appearance skin month medication start dairy skin sun dosent drug temporarary get combination acne acne neck face cheeks benzac roaccutane minocycline
5,wellbutrin,Moderately Effective,No Side Effects,depression,"I have a long history in taking anti-depressant drugs.  It started in high school with prozac and desipramine, neither of which I have anything positive to report.  In college, after a dangerous stint without treatment, it resumed with luvox, and  later it was effexor.  Finally, after the scariest bout of all, leading to a stay in the hospital, they put me on wellbutrin.  Combined with rigorous therapy, dbt (dialectical behavioral therapy) groups, and much personal work, I got my head above water.  I was able to work, eat well and exercise regularly, but many of the symptoms were still there.  I thought that was the extent of what an anti-depressant could do for me, the rest of the work was up to me and maybe in about 20 years I might be able to feel happiness.  Since then I went off wellbutrin during a cross-country move, was part of a study for treatment resistant depression where it was recommended I try cymbalta.  I feel the cymbalta has actually influenced my negative thinking and given me more energy.  So now I know that an anti-depressant can potentially create better results than just keeping ones head above water.","None of the previous meds I mentioned, however did a damn thing but cause me to shake, be continuously thirsty and not be able to achieve orgasm.  The wellbutrin was great in that it didn't cause any sexual side effects.  That was a relief.  The ability to reach orgasm seems as if it should me a basic right for every human being, and the emptiness that replaces the disappearance of the bodies biological ability to feel good, just doesn't seem right.  I was very adament in telling my psychiatrist that I didn't want anything that caused sexual side effects, which most anti-depressants do.  The cymbalta causes the ""emptiness""  but honestly, the improvement it has made in my mood and productivity make it worth it for now.  Plus, I'm not in a meaningfully intimate relationship at the moment.  It seems to only cause and inability to reach inner orgasm however.  Clitoral orgasm is still possible with vibrator and not a human being.   Recently they have added a dose of wellbutrin to my regimen as an attempt to counteract the sexual side effect caused by the cymbalta.  I do not yet know if this is working (Like I said, I have no boyfriend so I don't even know why I'm bothering.  Really I did it to see if the addition of wellbutrin would make me feel even better.  I haven't felt much difference.","Once a month I see a psychiatrist, although I am ""in between"" doctors right now because my previous one left as they always seem to do.  I have been without a therapist for a while now, wanting to take a break from the time and monetary commitment  that therapy demands.  I am  beginning to think that now is a good time to go back to it.  I consider the jogging, yoga, healthy eating and vitamins I take to be a part of my treatment.", history school prozac desipramine anything report college stint treatment luvox bout stay hospital wellbutrin therapy dbt therapy work head water work exercise thought extent anti-depressant do rest work be feel happiness wellbutrin move part study treatment depression try cymbalta feel cymbalta thinking energy create water none thing cause shake be be achieve orgasm wellbutrin cause side relief ability reach basic emptiness disappearance ability feel seem psychiatrist want anything side cymbalta emptiness improvement mood productivity i relationship moment cause inability reach orgasm vibrator dose wellbutrin attempt counteract side effect cymbalta do know boyfriend know see addition wellbutrin make feel difference month do therapist take break time commitment therapy think time go consider jogging yoga eating be part treatment
5,ortho-tri-cyclen,Considerably Effective,Severe Side Effects,regulate periods,When I first began taking the pill my periods were regulated and I did not cramp nearly as much.,"Bloating/weight gain, swollen hands/ankles, unable to wear contact lenses, decreased sex drive, moodiness, depression, breast enlargenment, headaches, diarrhea... the list goes on and on.","Since I have finally found out that bcp have been causing me so many problems I have decided to d/c use of them. The pill worked for the past 4 years, but the last 4 have been unbearable! I am quitting bcp ASAP!", pill cramp gain wear sex drive moodiness depression breast list d/c use pill bcp asap
5,norvasc,Marginally Effective,No Side Effects,raynaud's disease,"Fingers didn't turn white for as long or as often as they used to.  However, my fingers are still a shade of blue, and hands are still cold.  My face still changes colors throughout the day, from pale, to blue, to red.  It helped, but not enough.  The doctor has prescribed 30mg Nifedipine to see if that works better.",None,See above., turn face day pale blue red doctor nifedipine see none see
5,prinivil,Moderately Effective,Mild Side Effects,high blood pressure,It did lower my BP some,"I'm not sure if the drugs did this, but I have severe tinnitus now, and it's driving me crazy!","I definitely have to have synthroid, because once I stopped taking it, and I couldn't get out of bed I was so tired. I have not stopped the lisinopril, continue to take it with no side effects, except I wonder about the ear ringing.", bp tinnitus have synthroid get bed have lisinopril continue take side wonder ringing
5,wellbutrin,Moderately Effective,Moderate Side Effects,depression,"mood improved slightly, mental energy increased slightly, but felt different than from a stimulant such as caffeine.","dry mouth was mild. Aggression was significant. I became very quick tempered, which in uncharacteristic for my personality type. Libido was not improved.","I have a ""slow"" brain. Specifically I have what soem researchers refer to as ""sluggish cognitive tempo"". Taking a drug that has some dopaminergic activity could theoretically improve certain parts of the symptomology.", mood energy caffeine mouth aggression personality type libido have brain cognitive tempo drug activity improve symptomology
5,avage,Marginally Effective,Moderate Side Effects,dark spots,"I didn't notice dramatic results with this product and it was fairly expensive at $100 for one tube. I wasn't religious about applying it each day, so that might have had an impact on the effectiveness. I didn't notice significant fading of the darkest large freckles on my face as I had hoped. I didn't notice any significant reduction in wrinkles.",I did not experience any burning sensations with this product in the first week or there after. The product did make my face peel significantly the following day and this occured even with the use of an exfoliating facial wash each morning.,"I applied the product to my face in the morning OR evening and did it in combination with other typical facial sunscreen products and mosterizers. Since the product was expensive and made my face peel, I tended to apply it only on the dark freckles I was trying to fade.", i product tube day have impact effectiveness notice fading face notice reduction experience burning product week product make face peel day use wash morning product face morning evening combination sunscreen product face peel apply dark fade
5,seasonique,Moderately Effective,Moderate Side Effects,i took seasonique just  to prevent pregnancy,Seasonique was great for me as a birth control method instead of condoms and I experienced no spotting or bleeding the whole 3 months before my period.,"When I took seasonique I was very very moody and emotional. I have naturaly good skin, and do not break out often at all. Seasonique made me break out quite a bit. I am not taking seasonique for another 3 months.",Seasonique is taken once a day at the same time for 3 months., seasonique birth control method spotting period seasonique moody have skin break seasonique break bit seasonique seasonique day time
5,nexium,Marginally Effective,No Side Effects,active chronic gastritis,20 percent reduction of ulcer wounds in 4 months medication. Initially it was prescribe for 6 weeks (Feb 2008) but had no effects with the ulcer. The endoscoopy procedure revealed that the wounds became bigger and more inflamed. The medication was continued for another 6 weeks till June 2008. Slight improvement after 12 weeks of medication- The doctor recommends 6 months medication till the next endoscopy (till Dec. 2008) with the expectation that the ulcers will heal.,mild to mederate stomach ache,the medication has to continue for another 6 months (till dec 2008)- healing of ulcer is not significant-, reduction medication feb ulcer procedure medication till june improvement doctor medication endoscopy till dec. expectation heal mild mederate stomach medication continue till dec healing ulcer
5,cialis,Highly Effective,Moderate Side Effects,ed,Long lasting erection,"achy joints similar to flu symptoms during the next couple of days after taking. Not bad, but definitely annoying. Aspirin helps relieve, but I did not like having to take a pill to counteract another pill.  I do not have the same symptom with Viagra.",Taken as needed for ED.  It is effective in as little as 30 minutes.  Time depends if taken on empty stomach or after a meal., erection achy flu couple aspirin relieve take pill counteract pill have symptom viagra ed time stomach meal
5,xanax,Considerably Effective,Moderate Side Effects,to help me sleep after having a rapid heartbeat ep,The drug helped relieve the anxiety from worrying about the sudden return of the rapid heartbeat episode that happened at work without warning and under no stress. I was worrying that it would occur again at night while alone or sleeping.,I noticed that after taking the drug for several days I became very irritable and short tempered.  The side effects stopped when I stopped taking the drug.  I have never taken it since. I stopped taking the drug after recalling a collegue of mine taking the drug after the death of her mother.  Her mood and personality changed to anger and paranoia as she was taking it for a long time.,"After suffering an exreme onset of a rapid heartbeat at work (it started while I was laughing, believe it or not) I saw a cardiologist who determined that there was nothing physically wrong with me, however I started having problems relaxing and sleeping at night for fear the condition would suddenly return without warning while alone or sleeping (I thought it might lead to a heartattack!).  The doctor gave me a prescription for Zanax which helped, but caused the undesireable side effect.  The condition never occured again.", drug relieve anxiety return heartbeat episode work stress occur night drug tempered side drug have drug collegue mine drug death mother mood personality anger paranoia time onset heartbeat work cardiologist nothing night fear condition return lead heartattack doctor prescription zanax side effect condition
